pelicula,titulo_original,ano,director,generos,sinopsis,cartel,trailer,nota_filmaffinity_10,nota_imdb_10,tomatometer_100,popcornmeter_100,cine,fecha_hora,version,audio,subtitulos,formato,precio_eur,tipo_precio,tarifa_referencia,fuente,compra,consultado
"What's Up, Doc?","What's Up, Doc?",1972,Peter Bogdanovich,,"Un homenatge magnífic a l’slapstick i a l’screwball comedy i, especialment, al film de Howard Hawks 'Bringing Up Baby'.",,,,7.6,88.0,88.0,Filmoteca de Catalunya — Sales Chomón i Laya,2026-09-24T17:00:00+02:00,VO,,ca,35 mm,4.0,published,General 4€; reducida 3€; programación infantil 2€,https://www.filmoteca.cat/web/ca/film/whats-doc,https://euromus.cultura.gencat.cat/filmoteca/venda/index.jsp?lang=1&nom_cache=FILMOTECA&property=FILMOTECA&codiActiv=1000&codiCicle=68,2026-09-21T09:17:45.870590+02:00
Prácticamente magia 2,Practical Magic 2,2026,Susanne Bier,"Fantasía, Romántico","Sandra Bullock y Nicole Kidman vuelven en esta secuela de Prácticamente magia. Las brujas a las que dan vida se enfrentan a prejuicios ancestrales y a una resurrección que sale mal, mientras intentan encontrar la felicidad frente a una maldición familiar que condena a muerte a sus amantes.",https://pics.filmaffinity.com/practical_magic_2-611546537-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=711879,5.2,6.3,38.0,92.0,Cine Yelmo Westfield La Maquinista,2026-09-24T17:00:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F45709%2Fpracticamente-magia-2%3Fmode%3Dwidget%26change%3D0,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Cinesa Diagonal,2026-09-24T17:15:00+02:00,VO,,es,,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=217,https://web.cinesa.es/compra/butacas/?showtimeId=012-54771,2026-09-21T09:17:45.870590+02:00
El ser querido,El ser querido,2026,Rodrigo Sorogoyen,Drama,"Després d'anys de distanciament, un aclamat i tòxic director li ofereix a la seva filla un paper en el seu nou rodatge.",https://pics.filmaffinity.com/el_ser_querido-751969963-large.jpg,https://www.youtube.com/watch?v=ApdPm1KWUcc,7.3,7.2,85.0,,Renoir Floridablanca,2026-09-24T17:15:00+02:00,VO,es,,Digital,,unknown,"Taquilla: lun./mié. 5,50€; mar./jue. 8,50€; vie./sáb./dom. 9,80€",https://www.filmaffinity.com/es/theater-showtimes.php?id=376,https://pillalas.com/pase/1087788/,2026-09-21T09:17:45.870590+02:00
LIONEL,Lionel,2026,Carlos Saiz Espín,Drama,"Quan Lionel accepta viatjar amb el seu distant pare per a visitar a la seva germana a França, la qual cosa comença com un simple viatge per carretera, es converteix en una embolicada venjança. Entre camins desconeguts i records no parlats, Lionel es veu obligat a posar distància dins de la seva pròpia família i a buscar la possibilitat que alguns llaços encara puguin reconstruir-se.",https://espaitexas.cat/wp-content/uploads/2026/09/lionel-poster-nacional-700x1000-rgb.jpg,https://www.youtube.com/embed/ZVLb51nG9fQ?feature=oembed,,6.9,,,Zumzeig Cinecooperativa,2026-09-24T17:15:00+02:00,VO,,es,,7.5,published,"General 7,50€; miércoles no festivos 5,50€; reducida 6€; socias 4,50€",https://zumzeigcine.coop/cinema/films/lionel/,https://www.codetickets.com/portal/zumzeigcooperativa/online/37145/101045,2026-09-21T09:17:45.870590+02:00
Tadeo Jones y la lámpara maravillosa,Tadeo Jones y la lámpara maravillosa,2026,Enrique Gato,"Animación, Aventuras","Tadeo y Sara deben impedir que Momia, celoso de haber perdido protagonismo, altere la historia tras viajar al pasado. Su aventura los lleva desde Londres hasta Paititi, Grecia y la cueva de Alí Babá, para devolver al grupo a su época.",https://pics.filmaffinity.com/tadeo_jones_y_la_lampara_maravillosa-926350379-large.jpg,https://www.youtube.com/watch?v=a7IDTIIFNSo,6.1,6.5,,,Cinesa Diagonal Mar,2026-09-24T17:20:00+02:00,,,,Digital,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=218,https://web.cinesa.es/compra/butacas/?showtimeId=032-58349,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Cinesa SOM Multiespai,2026-09-24T17:25:00+02:00,,,,Digital,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=219,https://web.cinesa.es/compra/butacas/?showtimeId=017-60154,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Mooby Glòries,2026-09-24T17:30:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120684&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Tadeo Jones y la lámpara maravillosa,Tadeo Jones y la lámpara maravillosa,2026,Enrique Gato,"Animación, Aventuras","Tadeo y Sara deben impedir que Momia, celoso de haber perdido protagonismo, altere la historia tras viajar al pasado. Su aventura los lleva desde Londres hasta Paititi, Grecia y la cueva de Alí Babá, para devolver al grupo a su época.",https://pics.filmaffinity.com/tadeo_jones_y_la_lampara_maravillosa-926350379-large.jpg,https://www.youtube.com/watch?v=a7IDTIIFNSo,6.1,6.5,,,Mooby Glòries,2026-09-24T17:30:00+02:00,,,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120679&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Tadeo Jones y la lámpara maravillosa,Tadeo Jones y la lámpara maravillosa,2026,Enrique Gato,"Animación, Aventuras","Tadeo y Sara deben impedir que Momia, celoso de haber perdido protagonismo, altere la historia tras viajar al pasado. Su aventura los lleva desde Londres hasta Paititi, Grecia y la cueva de Alí Babá, para devolver al grupo a su época.",https://pics.filmaffinity.com/tadeo_jones_y_la_lampara_maravillosa-926350379-large.jpg,https://www.youtube.com/watch?v=a7IDTIIFNSo,6.1,6.5,,,Cine Yelmo Westfield La Maquinista,2026-09-24T17:30:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F45714%2Ftadeo-jones-y-la-lampara-maravillosa%3Fmode%3Dwidget%26change%3D0,2026-09-21T09:17:45.870590+02:00
El ser querido,El ser querido,2026,Rodrigo Sorogoyen,Drama,"Després d'anys de distanciament, un aclamat i tòxic director li ofereix a la seva filla un paper en el seu nou rodatge.",https://pics.filmaffinity.com/el_ser_querido-751969963-large.jpg,https://www.youtube.com/watch?v=ApdPm1KWUcc,7.3,7.2,85.0,,Cine Yelmo Westfield La Maquinista,2026-09-24T17:30:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F45713%2Fel-ser-querido%3Fmode%3Dwidget%26change%3D0,2026-09-21T09:17:45.870590+02:00
Tiempo de victoria,Pressure,2026,Anthony Maras,"Guerra, Histórico, Suspense","En las horas previas al Día D, el meteorólogo James Stagg debe emitir un pronóstico crucial en medio de tensiones con el alto mando aliado. La decisión final recae en Dwight D. Eisenhower, quien debe elegir entre arriesgar la operación o retrasarla, con el destino de millones en juego.",https://pics.filmaffinity.com/pressure-334524291-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=177067,6.7,7.3,,,Mooby Arenas de Barcelona,2026-09-24T17:35:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191893&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Coyote vs. Acme,Coyote vs. Acme,2026,Dave Green,"Animación, Aventura, Comedia","Cansado de que los productos defectuosos de Acme arruinen sus planes, el Coyote contrata a un abogado para demandar a la corporación, ahora dirigida por un despiadado exjefe de su defensor. Juntos forjarán una inesperada amistad mientras luchan en los tribunales.",https://pics.filmaffinity.com/coyote_vs_acme-111030623-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=523116,6.9,7.5,96.0,95.0,Mooby Arenas de Barcelona,2026-09-24T17:35:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191900&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Mooby Arenas de Barcelona,2026-09-24T17:35:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191879&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Mooby Arenas de Barcelona,2026-09-24T17:35:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191341&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Tadeo Jones y la lámpara maravillosa,Tadeo Jones y la lámpara maravillosa,2026,Enrique Gato,"Animación, Aventuras","Tadeo y Sara deben impedir que Momia, celoso de haber perdido protagonismo, altere la historia tras viajar al pasado. Su aventura los lleva desde Londres hasta Paititi, Grecia y la cueva de Alí Babá, para devolver al grupo a su época.",https://pics.filmaffinity.com/tadeo_jones_y_la_lampara_maravillosa-926350379-large.jpg,https://www.youtube.com/watch?v=a7IDTIIFNSo,6.1,6.5,,,Mooby Arenas de Barcelona,2026-09-24T17:35:00+02:00,,,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191882&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Coyote vs. Acme,Coyote vs. Acme,2026,Dave Green,"Animación, Aventura, Comedia","Cansado de que los productos defectuosos de Acme arruinen sus planes, el Coyote contrata a un abogado para demandar a la corporación, ahora dirigida por un despiadado exjefe de su defensor. Juntos forjarán una inesperada amistad mientras luchan en los tribunales.",https://pics.filmaffinity.com/coyote_vs_acme-111030623-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=523116,6.9,7.5,96.0,95.0,Mooby Glòries,2026-09-24T17:40:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120696&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Mooby Glòries,2026-09-24T17:50:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120361&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Cronos,Cronos,2026,Fernando González Molina,"Drama, Suspense","La película sigue la operación Cronos, activada tras el atentado en Las Ramblas, durante cuatro días de tensión y confusión. La misión culmina con la captura del último terrorista, dejando heridas abiertas y un país marcado por el miedo y la frustración.",https://pics.filmaffinity.com/cronos-329312360-large.jpg,https://www.youtube.com/watch?v=XymFT_jUeXY,6.1,6.7,,,Renoir Floridablanca,2026-09-24T17:50:00+02:00,VO,,es,,,unknown,"Taquilla: lun./mié. 5,50€; mar./jue. 8,50€; vie./sáb./dom. 9,80€",https://www.filmaffinity.com/es/theater-showtimes.php?id=376,https://pillalas.com/pase/1087694/,2026-09-21T09:17:45.870590+02:00
Bad Apples,Bad Apples,2025,Jonatan Etzler,"Comedia, Suspense","Bad Apples es una sátira de suspense protagonizada por Saoirse Ronan. María, una maestra de primaria, lucha por controlar a una clase desbordada por un estudiante problemático. Cuando su carrera empieza a peligrar, toma decisiones equivocadas que la llevan a encerrar al niño en su casa.",https://pics.filmaffinity.com/bad_apples-396307235-large.jpg,https://www.youtube.com/watch?v=J6Y075CoJbE,7.0,7.2,,,Renoir Floridablanca,2026-09-24T17:50:00+02:00,VO,,es,,,unknown,"Taquilla: lun./mié. 5,50€; mar./jue. 8,50€; vie./sáb./dom. 9,80€",https://www.filmaffinity.com/es/theater-showtimes.php?id=376,https://pillalas.com/pase/1087739/,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Cine Yelmo Westfield La Maquinista,2026-09-24T17:50:00+02:00,,,,Digital,,unknown,Tarifa variable; consultar el pase de La Maquinista,https://www.filmaffinity.com/es/theater-showtimes.php?id=220,https://www.awin1.com/cread.php?awinmid=24761&awinaffid=1474736&ued=https%3A%2F%2Fcine.entradas.com%2Fcine%2Fbarcelona%2Fcine-yelmo-westfield-la-maquinista%2Fevento%2F45208%2Fresident-evil%3Fmode%3Dwidget%26change%3D0,2026-09-21T09:17:45.870590+02:00
Tiempo de victoria,Pressure,2026,Anthony Maras,"Guerra, Histórico, Suspense","En las horas previas al Día D, el meteorólogo James Stagg debe emitir un pronóstico crucial en medio de tensiones con el alto mando aliado. La decisión final recae en Dwight D. Eisenhower, quien debe elegir entre arriesgar la operación o retrasarla, con el destino de millones en juego.",https://pics.filmaffinity.com/pressure-334524291-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=177067,6.7,7.3,,,Mooby Balmes,2026-09-24T17:55:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187496&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Cinesa Diagonal,2026-09-24T18:00:00+02:00,,,,Digital,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=217,https://web.cinesa.es/compra/butacas/?showtimeId=012-54753,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Cinesa Diagonal Mar,2026-09-24T18:00:00+02:00,VO,,es,IMAX,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=218,https://web.cinesa.es/compra/butacas/?showtimeId=032-58350,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Cinesa SOM Multiespai,2026-09-24T18:00:00+02:00,,,,Digital,,unknown,"Tarifa variable; seleccionar cine, fecha y sesión",https://www.filmaffinity.com/es/theater-showtimes.php?id=219,https://web.cinesa.es/compra/butacas/?showtimeId=017-60131,2026-09-21T09:17:45.870590+02:00
Xestaia txast mira,Shestaya chast mira,1926,Dziga Vertov,,"Encarregada per l'organisme estatal de comerç, Xestaia txast mira transforma la celebració de la Unió Soviètica en una simfonia de paisatges, cultures i rostres, ""des del pol Àrtic fins al Caucas”, a més de proposar un experiment audaç amb els intertítols.",,,,7.1,,,Filmoteca de Catalunya — Sales Chomón i Laya,2026-09-24T18:00:00+02:00,,,,DCP,4.0,published,General 4€; reducida 3€; programación infantil 2€,https://www.filmoteca.cat/web/ca/film/xestaia-txast-mira,https://euromus.cultura.gencat.cat/filmoteca/venda/index.jsp?lang=1&nom_cache=FILMOTECA&property=FILMOTECA&codiActiv=1016&codiCicle=12,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Mooby Aribau / Aribau Cinema,2026-09-24T18:00:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=223,https://moobycinemas-aribau.admit-one.eu/?p=tickets&perfCode=69028&language=esp&theatre=28,2026-09-21T09:17:45.870590+02:00
El final de Oak Street,The End Of Oak Street,2026,David Robert Mitchell,"Acción, Aventura, Ciencia ficción","Tras un extraño fenómeno cósmico, la calle Oak es transportada a un mundo desconocido, dejando a la familia Platt aislada y luchando por sobrevivir. Mientras exploran un entorno cambiante y peligroso, deberán mantenerse unidos para encontrar respuestas y no perderse a sí mismos por el camino.",https://pics.filmaffinity.com/the_end_of_oak_street-444829907-large.jpg,https://www.youtube.com/watch?v=pKtm-_iOivI,5.8,6.3,86.0,76.0,Mooby Balmes,2026-09-24T18:00:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187504&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Mooby Balmes,2026-09-24T18:00:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187478&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Mooby Balmes,2026-09-24T18:00:00+02:00,VO,,es,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=186973&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Mooby Bosque,2026-09-24T18:00:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140546&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Mooby Bosque,2026-09-24T18:00:00+02:00,Doblada,es,,,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140143&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
Sagrado corazón,Sacré Cœur,2025,"Steven Gunnel, Sabrina Gunnell","Documental, Drama","Docu-ficción que viaja trescientos cincuenta años atrás en el tiempo, concretamente a la Francia del siglo XVII, para explorar las reveladoras visiones de Santa Margarita María de Alacoque sobre el Sagrado Corazón de Jesús. A través de un recorrido histórico que atraviesa las épocas, el relato examina el profundo misterio y el legado ...",https://pics.filmaffinity.com/sacre_coeur_son_regne_n_a_pas_de_fin-115349978-large.jpg,,,,,,Mooby Gran Sarrià Club,2026-09-24T18:00:00+02:00,Doblada,es,,,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117127&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
Tiempo de victoria,Pressure,2026,Anthony Maras,"Guerra, Histórico, Suspense","En las horas previas al Día D, el meteorólogo James Stagg debe emitir un pronóstico crucial en medio de tensiones con el alto mando aliado. La decisión final recae en Dwight D. Eisenhower, quien debe elegir entre arriesgar la operación o retrasarla, con el destino de millones en juego.",https://pics.filmaffinity.com/pressure-334524291-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=177067,6.7,7.3,,,Mooby Gran Sarrià Club,2026-09-24T18:00:00+02:00,Doblada,es,,,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117112&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
